# time,sweep00,sweep01,sweep02,sweep03,sweep04,sweep05,sweep06,sweep07,sweep08,sweep09,sweep10,sweep11,sweep12,sweep13,sweep14,sweep15,sweep16,sweep17,sweep18,sweep19,sweep20,sweep21,sweep22,sweep23,sweep24,sweep25,sweep26,sweep27
8.1,-59.3941,-59.8124,-59.6986,-58.6107,-59.4463,-59.5579,-59.9142,-58.6984,-59.6473,-59.8799,-59.2252,-58.9894,-59.6359,-58.4032,-59.7064,-59.938,-59.2036,-58.6792,-58.9596,-59.1502,-58.9275,-58.57,-59.1091,-59.4403,-58.4448,-58.2177,-59.19,-57.8537
8.2,-59.4015,-59.8147,-59.7023,-58.6064,-59.4526,-59.5633,-59.9153,-58.6994,-59.6517,-59.8814,-59.234,-58.9735,-59.6403,-58.4053,-59.71,-59.9388,-59.204,-58.6914,-58.9721,-59.1605,-58.9353,-58.587,-59.1195,-59.4471,-58.4254,-58.233,-59.1988,-57.8574
8.3,-59.4089,-59.817,-59.706,-58.6042,-59.4588,-59.5687,-59.9163,-58.7018,-59.656,-59.8829,-59.2428,-58.9606,-59.6448,-58.4091,-59.7136,-59.9396,-59.2053,-58.7038,-58.9845,-59.1707,-58.9435,-58.6039,-59.1298,-59.4539,-58.4101,-58.2486,-59.2077,-57.8631
8.4,-59.4161,-59.8193,-59.7096,-58.6039,-59.465,-59.574,-59.9174,-58.7055,-59.6602,-59.8844,-59.2515,-58.9503,-59.6491,-58.4143,-59.7171,-59.9403,-59.2074,-58.7164,-58.9967,-59.1808,-58.9521,-58.6205,-59.1401,-59.4606,-58.3983,-58.2647,-59.2165,-57.8708
8.5,-59.4233,-59.8215,-59.7132,-58.6053,-59.4712,-59.5793,-59.9184,-58.7103,-59.6644,-59.8858,-59.2602,-58.9424,-59.6535,-58.4209,-59.7206,-59.941,-59.2102,-58.7292,-59.0088,-59.1908,-58.961,-58.6371,-59.1502,-59.4672,-58.3897,-58.281,-59.2253,-57.8801
8.6,-59.4304,-59.8238,-59.7167,-58.557,-59.4773,-59.5845,-59.9194,-58.7161,-59.6685,-59.8872,-59.2688,-58.9366,-59.6577,-58.4286,-59.7241,-59.9418,-59.2136,-58.7421,-59.0208,-59.2006,-58.9701,-58.6534,-59.1603,-59.4737,-58.384,-58.2976,-59.2341,-57.891
8.7,-59.4374,-59.8259,-59.7202,-58.4835,-59.4834,-59.5896,-59.9204,-58.7228,-59.6726,-59.8886,-59.2774,-58.9327,-59.6619,-58.4373,-59.7275,-59.9425,-59.2176,-58.7551,-59.0327,-59.2104,-58.9795,-58.6695,-59.1703,-59.4802,-58.3808,-58.3144,-59.2428,-57.9031
8.8,-59.4443,-59.8281,-59.7237,-58.4199,-59.4375,-59.5946,-59.9214,-58.7303,-59.6767,-59.89,-59.2859,-58.9305,-59.6224,-58.4469,-59.7309,-59.9432,-59.2221,-58.7681,-59.0444,-59.22,-58.9891,-58.6855,-59.1802,-59.4866,-58.3799,-58.3314,-59.2515,-57.9164
8.9,-59.4247,-59.8302,-59.7271,-58.306,-59.3645,-59.5996,-59.9224,-58.7385,-59.6807,-59.8914,-59.2943,-58.9298,-59.5463,-58.4574,-59.7342,-59.9439,-59.2271,-58.7812,-59.056,-59.2295,-58.9989,-58.7013,-59.19,-59.4929,-58.381,-58.3485,-59.2601,-57.9307
9,-59.3496,-59.8323,-59.7305,-58.1829,-59.3001,-59.6046,-59.9233,-58.7473,-59.6846,-59.8927,-59.3027,-58.9304,-59.479,-58.4685,-59.7375,-59.9446,-59.2324,-58.7943,-59.0674,-59.2389,-59.0087,-58.7169,-59.1997,-59.4991,-58.3839,-58.3657,-59.2687,-57.9459
9.1,-59.2835,-59.8344,-59.7338,-58.0756,-59.2436,-59.6095,-59.9243,-58.7567,-59.6885,-59.894,-59.311,-58.9323,-59.4196,-58.4802,-59.7407,-59.9453,-59.2381,-58.8074,-59.0788,-59.2482,-59.0187,-58.7324,-59.2093,-59.5052,-58.3884,-58.383,-59.2773,-57.9619
9.2,-59.2255,-59.8365,-59.7371,-57.9826,-59.1942,-59.6143,-59.9252,-58.7665,-59.6924,-59.8953,-59.3192,-58.9352,-59.3673,-58.4925,-59.7439,-59.946,-59.244,-58.7775,-59.09,-59.2574,-59.0288,-58.7477,-59.2188,-59.5113,-58.3943,-58.4003,-59.2857,-57.9785
9.3,-59.1747,-59.8385,-59.7404,-57.9024,-59.1511,-59.619,-59.9262,-58.7767,-59.6962,-59.8966,-59.3273,-58.939,-59.3215,-58.5052,-59.7471,-59.9467,-59.2502,-58.7116,-59.101,-59.2664,-59.0389,-58.7628,-59.2283,-59.5173,-58.4015,-58.4176,-59.2941,-57.9957
9.4,-59.1304,-59.8405,-59.7436,-57.8335,-59.1137,-59.6237,-59.9271,-58.7872,-59.6999,-59.8979,-59.3354,-58.9437,-59.2815,-58.5183,-59.7502,-59.9473,-59.2567,-58.6544,-59.112,-59.2754,-59.0491,-58.7777,-59.2376,-59.5233,-58.4098,-58.4349,-59.3025,-58.0134
9.5,-59.0919,-59.8425,-59.7467,-57.7749,-59.0814,-59.6284,-59.928,-58.7981,-59.7036,-59.8992,-59.3434,-58.9492,-59.2467,-58.5317,-59.7533,-59.948,-59.2633,-58.6051,-59.1228,-59.2843,-59.0593,-58.7925,-59.2468,-59.5291,-58.4191,-58.4522,-59.3107,-58.0315
9.6,-59.0587,-59.8444,-59.7499,-57.7254,-59.0537,-59.633,-59.9289,-58.8092,-59.7073,-59.9004,-59.3513,-58.9553,-59.2165,-58.5454,-59.7564,-59.9486,-59.2701,-58.5629,-59.1335,-59.293,-59.0696,-58.8071,-59.2559,-59.5349,-58.4292,-58.4694,-59.3189,-58.05
9.7,-59.0303,-59.8463,-59.753,-57.6842,-59.0301,-59.6375,-59.9298,-58.8205,-59.7109,-59.9017,-59.3591,-58.9531,-59.1905,-58.5594,-59.7594,-59.9493,-59.277,-58.5271,-59.144,-59.3017,-59.0798,-58.8215,-59.2649,-59.5406,-58.4401,-58.4866,-59.3271,-58.0687
9.8,-59.006,-59.8482,-59.756,-57.6502,-59.0103,-59.642,-59.9306,-58.8319,-59.7145,-59.9029,-59.3668,-58.8773,-59.1683,-58.5735,-59.7624,-59.9499,-59.284,-58.4969,-59.1544,-59.3102,-59.09,-58.8358,-59.2738,-59.5463,-58.4517,-58.5036,-59.3351,-58.0877
9.9,-58.9856,-59.8501,-59.759,-57.6228,-58.9938,-59.6464,-59.9315,-58.8435,-59.718,-59.9041,-59.3745,-58.8112,-59.1495,-58.5878,-59.7653,-59.9505,-59.2911,-58.4718,-59.1648,-59.3187,-59.1002,-58.8499,-59.2827,-59.5519,-58.4638,-58.5207,-59.3431,-58.1069
10,-58.9687,-59.852,-59.762,-57.6013,-58.9802,-59.6508,-59.9323,-58.8553,-59.7215,-59.9053,-59.382,-58.7537,-59.1338,-58.6022,-59.7682,-59.9511,-59.2983,-58.4512,-59.175,-59.327,-59.1103,-58.8639,-59.2914,-59.5574,-58.4765,-58.5376,-59.351,-58.1262
10.1,-58.9548,-59.8538,-59.765,-57.585,-58.9518,-59.6551,-59.9332,-58.8671,-59.7249,-59.9065,-59.3895,-58.7039,-59.1208,-58.6167,-59.7711,-59.9517,-59.3056,-58.4348,-59.185,-59.3353,-59.1205,-58.8776,-59.3,-59.5628,-58.4895,-58.5544,-59.3588,-58.1457
10.2,-58.9436,-59.8556,-59.7679,-57.5734,-58.8613,-59.6593,-59.934,-58.879,-59.7283,-59.9076,-59.397,-58.6612,-59.1102,-58.6313,-59.7739,-59.9523,-59.3129,-58.422,-59.195,-59.3434,-59.1305,-58.8913,-59.3085,-59.5682,-58.503,-58.5711,-59.3665,-58.1652
10.3,-58.9349,-59.8574,-59.7708,-57.566,-58.7822,-59.6635,-59.9348,-58.8909,-59.7317,-59.9088,-59.4043,-58.6247,-59.1019,-58.6459,-59.7767,-59.9529,-59.3202,-58.4125,-59.2048,-59.3515,-59.1405,-58.9047,-59.3169,-59.5735,-58.5167,-58.5877,-59.3742,-58.1848
10.4,-58.9284,-59.8592,-59.7736,-57.5622,-58.7131,-59.6677,-59.9356,-58.9029,-59.735,-59.9099,-59.4115,-58.5939,-59.0955,-58.6605,-59.7795,-59.9535,-59.3275,-58.4059,-59.2145,-59.3594,-59.1505,-58.918,-59.3253,-59.5788,-58.5307,-58.6041,-59.3817,-58.2043
10.5,-58.9239,-59.8609,-59.7764,-57.5618,-58.6532,-59.6718,-59.9364,-58.9148,-59.7383,-59.911,-59.4187,-58.5681,-59.0909,-58.6751,-59.7822,-59.9541,-59.3349,-58.4019,-59.2241,-59.3673,-59.1604,-58.9312,-59.3335,-59.584,-58.545,-58.6204,-59.3892,-58.2239
10.6,-58.9212,-59.8627,-59.7792,-57.5643,-58.6015,-59.6758,-59.9372,-58.9268,-59.7415,-59.9121,-59.4258,-58.5468,-59.0878,-58.6898,-59.7849,-59.9547,-59.3422,-58.4003,-59.2336,-59.375,-59.1702,-58.9442,-59.3416,-59.5891,-58.5594,-58.6366,-59.3966,-58.2434
10.7,-58.92,-59.8644,-59.7819,-57.5694,-58.5571,-59.6799,-59.938,-58.9387,-59.7447,-59.9132,-59.4328,-58.5296,-59.0862,-58.7043,-59.7876,-59.9552,-59.3496,-58.4007,-59.243,-59.3827,-59.1799,-58.957,-59.3497,-59.5942,-58.5565,-58.6527,-59.404,-58.2629
10.8,-58.9203,-59.866,-59.7846,-57.5768,-58.5193,-59.6838,-59.9388,-58.9506,-59.7479,-59.9143,-59.4397,-58.516,-59.0859,-58.7189,-59.7902,-59.9558,-59.3569,-58.403,-59.2523,-59.3903,-59.1896,-58.9697,-59.3576,-59.5992,-58.4897,-58.6686,-59.4112,-58.2823
10.9,-58.9218,-59.8677,-59.7873,-57.5863,-58.4873,-59.6877,-59.9395,-58.9625,-59.751,-59.9154,-59.4466,-58.5057,-59.0866,-58.7334,-59.7928,-59.9563,-59.3642,-58.4069,-59.2614,-59.3978,-59.1992,-58.9822,-59.3655,-59.6041,-58.432,-58.6843,-59.4184,-58.3016
11,-58.9244,-59.8693,-59.7899,-57.5976,-58.4607,-59.6916,-59.9403,-58.9743,-59.7541,-59.9164,-59.4533,-58.4983,-59.0884,-58.7478,-59.7953,-59.9569,-59.3715,-58.4123,-59.2705,-59.4052,-59.2087,-58.9946,-59.3733,-59.609,-58.3826,-58.6999,-59.4255,-58.3209
11.1,-58.928,-59.871,-59.7925,-57.6105,-58.4388,-59.6954,-59.941,-58.9512,-59.7571,-59.8321,-59.46,-58.4934,-59.091,-58.7621,-59.7979,-59.9574,-59.3787,-58.419,-59.2705,-59.4125,-59.2181,-59.0069,-59.3809,-59.6138,-58.3405,-58.7154,-59.4325,-58.34
11.2,-58.9325,-59.8726,-59.7951,-57.6248,-58.4212,-59.6991,-59.9418,-58.8827,-59.7601,-59.7571,-59.4666,-58.4909,-59.0945,-58.7764,-59.8004,-59.9579,-59.3859,-58.4268,-59.1958,-59.4197,-59.2274,-59.019,-59.3885,-59.6186,-58.305,-58.7307,-59.4394,-58.359
11.3,-58.9378,-59.8741,-59.7976,-57.6404,-58.4074,-59.7029,-59.9425,-58.8231,-59.7631,-59.6905,-59.4732,-58.4904,-59.0986,-58.7905,-59.8029,-59.9584,-59.393,-58.4357,-59.1303,-59.4268,-59.2367,-59.0309,-59.396,-59.6233,-58.2754,-58.7458,-59.4463,-58.3779
11.4,-58.9437,-59.8757,-59.8001,-57.657,-58.397,-59.7065,-59.9432,-58.7713,-59.766,-59.6314,-59.4796,-58.4918,-59.1034,-58.8046,-59.8053,-59.959,-59.4001,-58.4454,-59.0729,-59.4339,-59.2458,-59.0427,-59.4034,-59.6279,-58.2511,-58.7608,-59.453,-58.3967
11.5,-58.9503,-59.8772,-59.8026,-57.6746,-58.3896,-59.7102,-59.9439,-58.7267,-59.7689,-59.5792,-59.486,-58.4604,-59.0911,-58.8185,-59.8077,-59.9595,-59.4072,-58.4559,-59.0229,-59.4408,-59.2549,-59.0111,-59.393,-59.6325,-58.2316,-58.7756,-59.4597,-58.4153
11.6,-58.9574,-59.8788,-59.805,-57.693,-58.385,-59.7137,-59.9446,-58.6885,-59.7718,-59.5332,-59.4923,-58.3854,-59.0147,-58.8324,-59.8101,-59.96,-59.4142,-58.4671,-58.9796,-59.4477,-59.2638,-58.9433,-59.3175,-59.6371,-58.2163,-58.7903,-59.4663,-58.4338
11.7,-58.965,-59.8803,-59.8074,-57.7121,-58.3827,-59.7173,-59.9453,-58.656,-59.7746,-59.4927,-59.4985,-58.3206,-58.9477,-58.8461,-59.8124,-59.9605,-59.4211,-58.4789,-58.9421,-59.4545,-59.2727,-58.8842,-59.2511,-59.6415,-58.2048,-58.8048,-59.4729,-58.4521
11.8,-58.973,-59.8818,-59.8098,-57.7319,-58.3827,-59.7208,-59.946,-58.6287,-59.7774,-59.4572,-59.5047,-58.265,-58.8894,-58.8597,-59.8148,-59.961,-59.428,-58.4913,-58.91,-59.4612,-59.2815,-58.8329,-59.1928,-59.646,-58.1967,-58.8192,-59.4793,-58.4702
11.9,-58.9813,-59.8832,-59.8122,-57.7521,-58.3845,-59.7242,-59.9466,-58.606,-59.7802,-59.4261,-59.5108,-58.2176,-58.8388,-58.8732,-59.8171,-59.9615,-59.4348,-58.504,-58.8827,-59.4678,-59.2902,-58.7885,-59.1418,-59.6503,-58.1917,-58.8334,-59.4857,-58.4882
12,-58.99,-59.8847,-59.8145,-57.7728,-58.3881,-59.7276,-59.9473,-58.5874,-59.7829,-59.3991,-59.5168,-58.1775,-58.7951,-58.8865,-59.8193,-59.9619,-59.4415,-58.5172,-58.8597,-59.4744,-59.2988,-58.7505,-59.0974,-59.6546,-58.1893,-58.8475,-59.492,-58.506
12.1,-58.9989,-59.8861,-59.8168,-57.7938,-58.3932,-59.731,-59.948,-58.5725,-59.7856,-59.3758,-59.5227,-58.144,-58.7575,-58.8998,-59.8216,-59.9624,-59.4482,-58.5307,-58.8405,-59.4808,-59.3073,-58.7181,-59.0588,-59.6589,-58.1893,-58.8614,-59.4982,-58.5237
12.2,-59.008,-59.8875,-59.8191,-57.8152,-58.3996,-59.7343,-59.9486,-58.561,-59.7882,-59.3557,-59.5286,-58.1164,-58.7256,-58.9129,-59.8238,-59.9629,-59.4549,-58.5444,-58.8248,-59.4872,-59.3157,-58.6907,-59.0256,-59.6631,-58.1915,-58.8751,-59.5044,-58.5412
12.3,-59.0173,-59.8889,-59.8213,-57.8368,-58.4073,-59.7376,-59.9492,-58.5524,-59.7908,-59.3385,-59.5344,-58.0941,-58.6987,-58.9259,-59.826,-59.9633,-59.4614,-58.5584,-58.8123,-59.4935,-59.324,-58.6679,-58.9972,-59.6673,-58.1956,-58.8887,-59.5105,-58.5585
12.4,-59.0268,-59.8903,-59.8235,-57.8586,-58.416,-59.7409,-59.9499,-58.5465,-59.7934,-59.324,-59.5401,-58.0765,-58.6762,-58.9387,-59.8281,-59.9638,-59.4679,-58.5726,-58.8025,-59.4998,-59.3322,-58.6492,-58.973,-59.6714,-58.2014,-58.9022,-59.5165,-58.5757
12.5,-59.0364,-59.8916,-59.8257,-57.8805,-58.4256,-59.7441,-59.9505,-58.5429,-59.796,-59.3118,-59.5458,-58.0631,-58.6578,-58.9514,-59.8302,-59.9642,-59.4743,-58.5869,-58.7951,-59.5059,-59.3403,-58.6341,-58.9527,-59.6754,-58.2087,-58.9154,-59.5224,-58.5926
12.6,-59.0461,-59.893,-59.8279,-57.9026,-58.4361,-59.7472,-59.9511,-58.5415,-59.7985,-59.3018,-59.5514,-58.0535,-58.643,-58.964,-59.8323,-59.9647,-59.4807,-58.6014,-58.79,-59.512,-59.3484,-58.6223,-58.9359,-59.6795,-58.2173,-58.9286,-59.5283,-58.6094
12.7,-59.0559,-59.8943,-59.83,-57.9247,-58.4472,-59.7504,-59.9517,-58.5419,-59.801,-59.2937,-59.5569,-58.0472,-58.6314,-58.9765,-59.8344,-59.9651,-59.487,-58.6159,-58.7869,-59.518,-59.3563,-58.6134,-58.9221,-59.6834,-58.2271,-58.9416,-59.5341,-58.6261
12.8,-59.0569,-59.8956,-59.8321,-57.9468,-58.459,-59.7535,-59.9523,-58.5441,-59.8035,-59.2873,-59.5623,-58.044,-58.6227,-58.9888,-59.8365,-59.9656,-59.4932,-58.6305,-58.7856,-59.5239,-59.3642,-58.6071,-58.9111,-59.6873,-58.212,-58.9544,-59.5398,-58.6425
12.9,-58.9837,-59.8969,-59.8342,-57.969,-58.4714,-59.7565,-59.9529,-58.5477,-59.8059,-59.2825,-59.5677,-58.0434,-58.6166,-59.001,-59.8385,-59.966,-59.4994,-58.6452,-58.7859,-59.5298,-59.3719,-58.6032,-58.9026,-59.6912,-58.1437,-58.9671,-59.5455,-58.6588
13,-58.9197,-59.8209,-59.8362,-57.9911,-58.4842,-59.7595,-59.9535,-58.5527,-59.8083,-59.279,-59.5731,-58.0452,-58.6128,-59.0131,-59.8405,-59.9664,-59.5055,-58.6598,-58.7876,-59.5356,-59.3796,-58.6013,-58.8964,-59.695,-58.0852,-58.9796,-59.5511,-58.6749
13.1,-58.8125,-59.7453,-59.8383,-58.0132,-58.4974,-59.7625,-59.9541,-58.5588,-59.8107,-59.2768,-59.5783,-58.0492,-58.611,-59.025,-59.8425,-59.9668,-59.5115,-58.6745,-58.7905,-59.5413,-59.3872,-58.6014,-58.8921,-59.6988,-58.0354,-58.992,-59.5566,-58.6908
13.2,-58.6862,-59.6782,-59.8403,-58.0353,-58.5109,-59.7654,-59.9546,-58.566,-59.813,-59.2756,-59.5835,-58.055,-58.6111,-59.0368,-59.8444,-59.9672,-59.5175,-58.6891,-58.7946,-59.547,-59.3947,-58.603,-58.8896,-59.7025,-57.9935,-59.0043,-59.5621,-58.7065
13.3,-58.5754,-59.6187,-59.8423,-58.0572,-58.5248,-59.7683,-59.9552,-58.5741,-59.8153,-59.2755,-59.5886,-58.0625,-58.6129,-59.0484,-59.8464,-59.9676,-59.5234,-58.7037,-58.7996,-59.5526,-59.4021,-58.6062,-58.8887,-59.7062,-57.9586,-59.0164,-59.5675,-58.7221
13.4,-58.4786,-59.5661,-59.8442,-58.0791,-58.5389,-59.7712,-59.9558,-58.583,-59.8176,-59.2762,-59.5937,-58.0714,-58.616,-59.06,-59.8483,-59.968,-59.5292,-58.7183,-58.8055,-59.5581,-59.4094,-58.6106,-58.8892,-59.6746,-57.93,-59.0284,-59.5728,-58.7375
13.5,-58.3943,-59.5197,-59.8461,-58.1008,-58.5532,-59.774,-59.9563,-58.5926,-59.8199,-59.2777,-59.5987,-58.0817,-58.6205,-59.0714,-59.8501,-59.9684,-59.5349,-58.7328,-58.8122,-59.5635,-59.4167,-58.6163,-58.891,-59.597,-57.9069,-59.0402,-59.5781,-58.7527
13.6,-58.3212,-59.4789,-59.8481,-58.1224,-58.5676,-59.7768,-59.9569,-58.6029,-59.8221,-59.2799,-59.6037,-58.0931,-58.6262,-59.0826,-59.852,-59.9688,-59.5406,-58.7472,-58.8196,-59.5689,-59.4238,-58.6229,-58.8939,-59.5282,-57.8889,-59.0519,-59.5832,-58.7678
13.7,-58.2582,-59.4431,-59.8499,-58.1439,-58.5822,-59.7796,-59.9574,-58.6137,-59.8243,-59.2827,-59.6086,-58.1056,-58.6328,-59.0938,-59.8538,-59.9692,-59.5462,-58.7615,-58.8276,-59.5742,-59.4309,-58.6305,-58.8978,-59.4675,-57.8754,-59.0634,-59.5884,-58.7827
13.8,-58.2042,-59.4119,-59.8518,-58.1652,-58.5969,-59.7823,-59.9579,-58.6249,-59.8265,-59.2861,-59.6134,-58.1189,-58.6404,-59.1048,-59.8556,-59.9696,-59.5518,-58.7758,-58.8361,-59.5795,-59.4379,-58.6389,-58.9025,-59.414,-57.8659,-59.0572,-59.5935,-58.7974
13.9,-58.1583,-59.3848,-59.8536,-58.1864,-58.6116,-59.785,-59.9584,-58.6366,-59.8287,-59.2899,-59.6181,-58.133,-58.6487,-59.1157,-59.8574,-59.97,-59.5573,-58.79,-58.845,-59.5846,-59.4448,-58.6479,-58.9081,-59.367,-57.86,-58.9863,-59.5985,-58.8119
14,-58.1197,-59.3613,-59.8554,-58.2074,-58.6264,-59.7877,-59.9323,-58.6486,-59.8308,-59.2942,-59.6229,-58.1477,-58.6578,-59.1265,-59.8592,-59.9704,-59.5627,-58.804,-58.8544,-59.5898,-59.4516,-58.6576,-58.9144,-59.3259,-57.8573,-58.9243,-59.6034,-58.8263
14.1,-58.0875,-59.3411,-59.8572,-58.2283,-58.6412,-59.7903,-59.8503,-58.6609,-59.8329,-59.2988,-59.6275,-58.1631,-58.6674,-59.1371,-59.8609,-59.9707,-59.5681,-58.818,-58.8641,-59.5948,-59.4583,-58.6679,-58.9212,-59.29,-57.8574,-58.8704,-59.6083,-58.8405
14.2,-58.0612,-59.3239,-59.859,-58.2489,-58.656,-59.7929,-59.7773,-58.6735,-59.8349,-59.3038,-59.6321,-58.1789,-58.6776,-59.1213,-59.8627,-59.9711,-59.5734,-58.8319,-58.8741,-59.5998,-59.465,-58.6786,-58.9287,-59.2589,-57.8601,-58.8238,-59.6131,-58.8546
14.3,-58.04,-59.3093,-59.8608,-58.2694,-58.6708,-59.7955,-59.7125,-58.6863,-59.837,-59.3091,-59.6366,-58.1952,-58.6882,-59.0503,-59.8644,-59.9714,-59.5786,-58.8456,-58.8844,-59.6048,-59.4715,-58.6897,-58.9365,-59.232,-57.865,-58.7836,-59.6179,-58.8685
14.4,-58.0236,-59.2972,-59.8625,-58.2897,-58.6856,-59.798,-59.655,-58.6992,-59.839,-59.3146,-59.6411,-58.2119,-58.6993,-58.9883,-59.8661,-59.9718,-59.5838,-58.8592,-58.8949,-59.6096,-59.478,-58.7011,-58.9448,-59.2089,-57.8719,-58.7492,-59.6226,-58.8822
14.5,-58.0112,-59.2871,-59.8642,-58.3098,-58.7003,-59.8005,-59.6042,-58.7123,-59.841,-59.3204,-59.6456,-58.2288,-58.7107,-58.9342,-59.8677,-59.9721,-59.5889,-58.8727,-58.9055,-59.6144,-59.4844,-58.7129,-58.9535,-59.1893,-57.8805,-58.7201,-59.6273,-58.8958
14.6,-58.0026,-59.2791,-59.8659,-58.3298,-58.715,-59.803,-59.5593,-58.7255,-59.843,-59.3263,-59.6499,-58.246,-58.7224,-58.8872,-59.8694,-59.9725,-59.594,-58.8861,-58.9163,-59.6192,-59.4908,-58.7249,-58.9624,-59.1728,-57.8908,-58.6957,-59.6319,-58.9092
14.7,-57.9973,-59.2727,-59.8675,-58.3151,-58.7296,-59.8054,-59.5198,-58.7388,-59.8449,-59.3324,-59.6543,-58.2634,-58.7343,-58.8468,-59.871,-59.9728,-59.599,-58.8993,-58.9272,-59.6239,-59.497,-58.7371,-58.9716,-59.159,-57.9024,-58.6755,-59.6364,-58.9224
14.8,-57.995,-59.2679,-59.8692,-58.2554,-58.7441,-59.8078,-59.4852,-58.7521,-59.8468,-59.3386,-59.6585,-58.2809,-58.7464,-58.8121,-59.8726,-59.9732,-59.6039,-58.9124,-58.9382,-59.6285,-59.5032,-58.7495,-58.9811,-59.1477,-57.9152,-58.6591,-59.6409,-58.9355
14.9,-57.9953,-59.2645,-59.8708,-58.2044,-58.7586,-59.8102,-59.4549,-58.7655,-59.8487,-59.345,-59.6627,-58.2986,-58.7587,-58.7826,-59.8742,-59.9735,-59.6088,-58.9254,-58.9493,-59.6331,-59.5093,-58.762,-58.9907,-59.1387,-57.929,-58.6461,-59.6453,-58.9484
15,-57.998,-59.2623,-59.8724,-58.1611,-58.7729,-59.8125,-59.4285,-58.7788,-59.8506,-59.3514,-59.6669,-58.3164,-58.7712,-58.7578,-59.8757,-59.9738,-59.6136,-58.9383,-58.9604,-59.6377,-59.5154,-58.7746,-59.0005,-59.1317,-57.9439,-58.6361,-59.6497,-58.9612
15.1,-58.0027,-59.2613,-59.874,-58.1248,-58.7872,-59.8149,-59.4057,-58.7922,-59.8525,-59.3579,-59.671,-58.3342,-58.7838,-58.7371,-59.8773,-59.9742,-59.6184,-58.951,-58.9716,-59.6421,-59.5213,-58.7874,-59.0104,-59.1264,-57.9595,-58.6288,-59.654,-58.9739
15.2,-58.0093,-59.2178,-59.8755,-58.0947,-58.8013,-59.8172,-59.386,-58.8056,-59.8543,-59.3645,-59.6751,-58.3521,-58.7964,-58.7202,-59.8788,-59.9745,-59.6231,-58.9636,-58.9827,-59.6465,-59.5272,-58.8001,-59.0204,-59.1228,-57.9758,-58.6239,-59.6583,-58.9864
15.3,-58.0175,-59.1389,-59.8771,-58.0701,-58.8153,-59.8194,-59.3692,-58.8189,-59.8561,-59.3711,-59.6791,-58.3699,-58.8091,-58.7067,-59.8364,-59.9748,-59.6277,-58.9761,-58.9939,-59.6509,-59.533,-58.813,-59.0305,-59.1206,-57.9928,-58.6212,-59.6625,-58.9987
15.4,-58.0272,-59.0698,-59.8786,-58.0506,-58.8293,-59.8217,-59.355,-58.8322,-59.8579,-59.3778,-59.6831,-58.3878,-58.8218,-58.6962,-59.7573,-59.9751,-59.6323,-58.9884,-59.005,-59.6552,-59.5388,-58.8258,-59.0406,-59.1197,-58.0102,-58.6205,-59.6667,-59.0109
15.5,-58.0382,-59.0093,-59.8801,-58.0356,-58.843,-59.8239,-59.3431,-58.8454,-59.8596,-59.3845,-59.687,-58.4056,-58.8346,-58.6884,-59.6871,-59.9754,-59.6368,-59.0006,-59.0162,-59.6595,-59.5445,-58.8386,-59.0508,-59.1199,-58.0281,-58.6214,-59.6708,-59.023
15.6,-58.0502,-58.9565,-59.8816,-58.0245,-58.8567,-59.8261,-59.3332,-58.8586,-59.8614,-59.3912,-59.6908,-58.4234,-58.8473,-58.683,-59.6249,-59.9757,-59.6413,-59.0127,-59.0273,-59.6637,-59.5501,-58.8515,-59.061,-59.1211,-58.0464,-58.6239,-59.6749,-59.0349
15.7,-58.0633,-58.9108,-59.8831,-58.017,-58.8703,-59.8282,-59.3252,-58.8717,-59.8631,-59.3978,-59.6947,-58.4411,-58.8601,-58.6797,-59.5699,-59.976,-59.6457,-59.0246,-59.0383,-59.6678,-59.5556,-58.8643,-59.0713,-59.1233,-58.065,-58.6278,-59.6789,-59.0466
15.8,-58.0685,-58.8714,-59.8845,-58.0127,-58.8837,-59.8303,-59.3188,-58.8847,-59.8648,-59.4045,-59.6984,-58.4587,-58.8728,-58.6784,-59.5213,-59.9763,-59.6501,-59.0364,-59.0493,-59.6719,-59.5611,-58.877,-59.0815,-59.1263,-58.0839,-58.6328,-59.6829,-59.0583
15.9,-58.0015,-58.8376,-59.886,-58.0112,-58.897,-59.8324,-59.314,-58.8976,-59.8665,-59.4112,-59.7022,-58.4762,-58.8854,-58.6787,-59.4786,-59.9766,-59.6544,-59.0481,-59.0602,-59.676,-59.5665,-58.8897,-59.0917,-59.1299,-58.103,-58.6389,-59.6868,-59.0697
16,-57.9443,-58.8088,-59.8874,-58.0122,-58.9102,-59.8345,-59.3105,-58.9105,-59.8681,-59.4179,-59.7058,-58.4937,-58.8981,-58.6806,-59.4411,-59.9769,-59.6587,-59.0596,-59.0711,-59.68,-59.5718,-58.9024,-59.1019,-59.1343,-58.1222,-58.646,-59.6906,-59.0811
16.1,-57.8959,-58.7847,-59.8888,-58.0155,-58.9232,-59.8366,-59.3082,-58.9232,-59.8698,-59.4245,-59.7095,-58.511,-58.9106,-58.6839,-59.4083,-59.9772,-59.6629,-59.071,-59.0819,-59.6839,-59.5771,-58.915,-59.112,-59.1391,-58.1415,-58.6539,-59.6945,-59.0923
16.2,-57.8554,-58.7646,-59.8901,-58.0207,-58.9361,-59.8386,-59.3069,-58.9359,-59.8714,-59.4311,-59.7131,-58.5282,-58.9231,-58.6884,-59.3798,-59.9775,-59.6671,-59.0823,-59.0926,-59.6879,-59.5823,-58.9275,-59.1222,-59.1445,-58.161,-58.6626,-59.6982,-59.1034
