# time,sweep00,sweep01,sweep02,sweep03,sweep04,sweep05,sweep06,sweep07,sweep08,sweep09,sweep10,sweep11,sweep12,sweep13,sweep14,sweep15,sweep16,sweep17,sweep18,sweep19,sweep20,sweep21,sweep22,sweep23,sweep24,sweep25,sweep26,sweep27
31.3,-58.6841,-59.4692,-59.9834,-59.6596,-59.4718,-58.8413,-58.8983,-59.0645,-58.3246,-59.0538,-59.6033,-58.8386,-59.2826,-59.7781,-59.574,-58.7376,-59.7657,-59.1104,-58.672,-59.3647,-59.4454,-59.3841,-59.4877,-57.7907,-58.036,-58.5891,-59.2985,-59.0024
31.4,-58.6907,-59.4757,-59.9836,-59.6638,-59.4782,-58.8548,-58.898,-58.9925,-58.3423,-59.0654,-59.6082,-58.8428,-59.2914,-59.7809,-59.5792,-58.7383,-59.7686,-59.1207,-58.6827,-59.3713,-59.4522,-59.3915,-59.4939,-57.7777,-58.0586,-58.5951,-59.3022,-58.9726
31.5,-58.6981,-59.4822,-59.9838,-59.668,-59.4846,-58.8683,-58.8991,-58.9297,-58.3599,-59.0767,-59.6131,-58.8479,-59.3,-59.7836,-59.5844,-58.7404,-59.7715,-59.1309,-58.6939,-59.3779,-59.459,-59.3989,-59.5001,-57.7688,-58.0811,-58.6021,-59.3063,-58.9473
31.6,-58.7063,-59.4885,-59.984,-59.6721,-59.491,-58.8816,-58.9013,-58.875,-58.3776,-59.0199,-59.6178,-58.8538,-59.3086,-59.7863,-59.5895,-58.7438,-59.7743,-59.1411,-58.7054,-59.3845,-59.4656,-59.4062,-59.4973,-57.7636,-58.1034,-58.61,-59.3107,-58.9259
31.7,-58.7152,-59.4948,-59.9842,-59.6761,-59.4972,-58.8948,-58.9046,-58.8276,-58.3953,-58.9544,-59.6226,-58.8605,-59.317,-59.7889,-59.5946,-58.7483,-59.7771,-59.1512,-58.7172,-59.3912,-59.4722,-59.4134,-59.4196,-57.7616,-58.1256,-58.6187,-59.3155,-58.9082
31.8,-58.7246,-59.5011,-59.9844,-59.6801,-59.5034,-58.9079,-58.9089,-58.7867,-58.413,-58.8973,-59.6272,-58.8677,-59.3254,-59.7915,-59.5996,-58.7538,-59.7798,-59.1612,-58.7293,-59.3979,-59.4787,-59.4205,-59.351,-57.7624,-58.1475,-58.6281,-59.3206,-58.8937
31.9,-58.7345,-59.5072,-59.9846,-59.6404,-59.5095,-58.9209,-58.9139,-58.7518,-58.4306,-58.8477,-59.6318,-58.8756,-59.3336,-59.7941,-59.6045,-58.7602,-59.7826,-59.1711,-58.7415,-59.4045,-59.4851,-59.4276,-59.2907,-57.7658,-58.1692,-58.6036,-59.326,-58.8821
32,-58.7448,-59.5133,-59.9847,-59.564,-59.5155,-58.9337,-58.9198,-58.7222,-58.4482,-58.805,-59.6364,-58.8839,-59.3418,-59.7966,-59.6094,-58.7674,-59.7853,-59.1809,-58.7539,-59.4112,-59.4914,-59.4346,-59.2377,-57.7715,-58.1907,-58.5344,-59.3315,-58.873
32.1,-58.7555,-59.5193,-59.9849,-59.4965,-59.5215,-58.9464,-58.9262,-58.6973,-58.4657,-58.7683,-59.6408,-58.8926,-59.3499,-59.7992,-59.6142,-58.7752,-59.7879,-59.1906,-58.7665,-59.4178,-59.4977,-59.4415,-59.1914,-57.7792,-58.212,-58.4746,-59.3373,-58.8663
32.2,-58.7665,-59.5252,-59.9851,-59.4369,-59.5274,-58.959,-58.8901,-58.6767,-58.4831,-58.7371,-59.6453,-58.9017,-59.3578,-59.8017,-59.619,-58.7837,-59.7905,-59.2003,-58.7791,-59.4244,-59.5038,-59.4483,-59.1511,-57.7887,-58.2331,-58.4233,-59.3433,-58.8617
32.3,-58.7777,-59.531,-59.9853,-59.3844,-59.5332,-58.9715,-58.8185,-58.6424,-58.5004,-58.7108,-59.6497,-58.9111,-59.3657,-59.8041,-59.6237,-58.7927,-59.7931,-59.2099,-58.7919,-59.431,-59.5099,-59.455,-59.1162,-57.7998,-58.254,-58.3794,-59.3493,-58.8589
32.4,-58.7892,-59.5368,-59.9855,-59.3383,-59.5389,-58.9838,-58.7561,-58.5475,-58.5176,-58.6889,-59.654,-58.9208,-59.3735,-59.8065,-59.6283,-58.8021,-59.7957,-59.2193,-58.8046,-59.4376,-59.516,-59.4617,-59.0862,-57.8123,-58.2747,-58.3423,-59.3555,-58.8578
32.5,-58.8009,-59.5425,-59.9857,-59.2981,-59.5446,-58.9961,-58.7021,-58.4648,-58.5347,-58.6709,-59.6583,-58.9308,-59.3812,-59.8089,-59.6329,-58.812,-59.7982,-59.2287,-58.8174,-59.4441,-59.4371,-59.4683,-59.0605,-57.826,-58.2952,-58.3112,-59.3183,-58.8582
32.6,-58.8128,-59.5481,-59.9858,-59.263,-59.5502,-59.0081,-58.6555,-58.3931,-58.5517,-58.6565,-59.6625,-58.9409,-59.3888,-59.8113,-59.6374,-58.8222,-59.8007,-59.238,-58.8303,-59.4506,-59.3675,-59.4748,-59.0387,-57.8407,-58.3155,-58.2856,-59.2449,-58.8598
32.7,-58.8248,-59.5537,-59.986,-59.2326,-59.5557,-59.0201,-58.6157,-58.3311,-58.5685,-58.6453,-59.6666,-58.9512,-59.3963,-59.8136,-59.6419,-58.8326,-59.8032,-59.2472,-58.8431,-59.457,-59.3063,-59.4812,-59.0204,-57.8564,-58.3355,-58.2648,-59.1804,-58.8627
32.8,-58.8368,-59.5592,-59.9862,-59.2065,-59.5612,-59.0319,-58.5818,-58.278,-58.5852,-58.6369,-59.6708,-58.9616,-59.4037,-59.8159,-59.6463,-58.8434,-59.8056,-59.2562,-58.8559,-59.4634,-59.2525,-59.4876,-59.0052,-57.8729,-58.3554,-58.2483,-59.1239,-58.8666
32.9,-58.849,-59.5646,-59.9864,-59.1841,-59.5666,-59.0436,-58.5533,-58.2328,-58.6018,-58.631,-59.6748,-58.9721,-59.411,-59.8182,-59.6507,-58.8543,-59.808,-59.2652,-58.8687,-59.4697,-59.2055,-59.4939,-58.9929,-57.8902,-58.375,-58.2357,-59.0746,-58.8714
33,-58.8612,-59.57,-59.9865,-59.1651,-59.572,-59.0552,-58.5297,-58.1947,-58.6182,-58.6274,-59.6788,-58.9827,-59.4182,-59.8205,-59.655,-58.8654,-59.8104,-59.2741,-58.8814,-59.476,-59.1645,-59.5001,-58.9831,-57.908,-58.3944,-58.2266,-59.0318,-58.877
33.1,-58.8734,-59.5753,-59.9867,-59.1491,-59.5772,-59.0666,-58.5104,-58.1629,-58.6345,-58.6258,-59.6828,-58.9934,-59.4254,-59.8227,-59.6593,-58.8767,-59.8128,-59.2829,-58.8941,-59.4822,-59.1289,-59.5062,-58.9756,-57.9264,-58.4136,-58.2206,-58.9947,-58.8834
33.2,-58.8856,-59.5805,-59.9869,-59.1359,-59.5824,-59.0779,-58.495,-58.1368,-58.6507,-58.626,-59.6867,-59.0041,-59.4324,-59.8249,-59.6635,-58.888,-59.8151,-59.2916,-58.9067,-59.4884,-59.0983,-59.5123,-58.9269,-57.9452,-58.4326,-58.2174,-58.9629,-58.8904
33.3,-58.8979,-59.5857,-59.987,-59.1252,-59.5876,-59.0891,-58.4656,-58.1158,-58.6667,-58.6279,-59.6906,-59.0148,-59.4394,-59.8271,-59.6676,-58.8995,-59.8174,-59.3002,-58.9193,-59.4945,-59.0721,-59.5182,-58.8441,-57.9644,-58.4514,-58.2167,-58.9359,-58.8979
33.4,-58.9101,-59.5908,-59.9872,-59.1166,-59.5927,-59.1002,-58.3754,-58.0993,-58.6825,-58.6311,-59.6944,-59.0255,-59.4463,-59.8292,-59.6717,-58.911,-59.8196,-59.3087,-58.9317,-59.5006,-59.0498,-59.5242,-58.7717,-57.9839,-58.47,-58.2181,-58.913,-58.906
33.5,-58.9223,-59.5959,-59.9874,-59.1101,-59.5977,-59.1111,-58.2972,-58.0869,-58.6982,-58.6356,-59.6982,-59.0363,-59.4531,-59.8313,-59.6758,-58.9226,-59.8219,-59.3171,-58.9441,-59.5066,-59.031,-59.53,-58.7087,-58.0036,-58.4883,-58.2215,-58.8939,-58.9144
33.6,-58.9344,-59.6009,-59.9875,-59.1053,-59.6027,-59.1219,-58.2296,-58.0781,-58.7137,-58.6413,-59.7019,-59.047,-59.4598,-59.8334,-59.6798,-58.9342,-59.8241,-59.3255,-58.9564,-59.5125,-59.0155,-59.5358,-58.6542,-58.0236,-58.5065,-58.2267,-58.8782,-58.9233
33.7,-58.9465,-59.6058,-59.9877,-59.102,-59.6075,-59.1326,-58.1716,-58.0726,-58.729,-58.648,-59.7056,-59.0577,-59.4665,-59.7583,-59.6838,-58.9458,-59.8263,-59.3337,-58.9686,-59.5184,-59.0028,-59.5415,-58.6072,-58.0437,-58.5245,-58.2333,-58.8655,-58.9324
33.8,-58.9585,-59.6106,-59.9878,-59.1002,-59.6124,-59.1432,-58.1222,-58.07,-58.7442,-58.6555,-59.7093,-59.0683,-59.473,-59.6835,-59.6877,-58.9574,-59.8284,-59.3418,-58.9808,-59.5243,-58.9927,-59.5471,-58.5671,-58.0639,-58.5422,-58.2414,-58.8555,-58.9419
33.9,-58.9705,-59.6154,-59.988,-59.0997,-59.6172,-59.1536,-58.0805,-58.0699,-58.7593,-58.6638,-59.7128,-59.0789,-59.4795,-59.6172,-59.6915,-58.9689,-59.8305,-59.3498,-58.9928,-59.53,-58.9848,-59.5527,-58.533,-58.0842,-58.5598,-58.2506,-58.848,-58.9515
34,-58.9824,-59.6202,-59.9881,-59.1003,-59.6219,-59.1639,-58.0457,-58.0722,-58.7742,-58.6728,-59.7164,-59.0895,-59.4859,-59.5586,-59.6953,-58.9805,-59.8326,-59.3578,-59.0047,-59.5357,-58.979,-59.5582,-58.5045,-58.1046,-58.5771,-58.261,-58.8427,-58.9614
34.1,-58.9942,-59.6249,-59.9883,-59.1019,-59.6266,-59.1741,-58.017,-58.0764,-58.7889,-58.6824,-59.7199,-59.1,-59.4922,-59.5068,-59.6991,-58.992,-59.8347,-59.3656,-59.0165,-59.5414,-58.9751,-59.5636,-58.4808,-58.1249,-58.5943,-58.2722,-58.8394,-58.9714
34.2,-59.006,-59.6295,-59.9884,-59.1044,-59.6312,-59.1842,-57.9938,-58.0825,-58.8035,-58.6925,-59.7234,-59.1104,-59.4985,-59.4262,-59.7028,-59.0035,-59.8368,-59.3734,-59.0282,-59.5469,-58.9728,-59.569,-58.4615,-58.1453,-58.6113,-58.2843,-58.8377,-58.9816
34.3,-59.0176,-59.6341,-59.9886,-59.1076,-59.6357,-59.1941,-57.9756,-58.0902,-58.8179,-58.7031,-59.7268,-59.1208,-59.5047,-59.3054,-59.7065,-59.0149,-59.8388,-59.3811,-59.0398,-59.5525,-58.972,-59.5743,-58.4462,-58.1657,-58.628,-58.2971,-58.8377,-58.9919
34.4,-59.0292,-59.6386,-59.9887,-59.1116,-59.6402,-59.204,-57.9618,-58.0994,-58.8321,-58.714,-59.7302,-59.1311,-59.5107,-59.1987,-59.7101,-59.0262,-59.8408,-59.3886,-59.0513,-59.5579,-58.9725,-59.5796,-58.4344,-58.186,-58.6446,-58.3105,-58.839,-59.0022
34.5,-59.0406,-59.6431,-59.9888,-59.1162,-59.6447,-59.2137,-57.9519,-58.1098,-58.8462,-58.7253,-59.7335,-59.1413,-59.5168,-59.1046,-59.7137,-59.0375,-59.8427,-59.3961,-59.0626,-59.5633,-58.9741,-59.5847,-58.4257,-58.2062,-58.661,-58.3244,-58.8415,-59.0127
34.6,-59.052,-59.6475,-59.989,-59.1214,-59.649,-59.2233,-57.9456,-58.1212,-58.8601,-58.7369,-59.7368,-59.1514,-59.5227,-59.0219,-59.7172,-59.0487,-59.8447,-59.4035,-59.0739,-59.5686,-58.9768,-59.5899,-58.4199,-58.2263,-58.6772,-58.3389,-58.8452,-59.0231
34.7,-59.0632,-59.6518,-59.9891,-59.127,-59.6534,-59.2328,-57.9423,-58.1337,-58.8739,-58.7487,-59.7401,-59.1614,-59.5286,-58.9494,-59.7207,-59.0598,-59.8466,-59.4108,-59.085,-59.5739,-58.9804,-59.5949,-58.4165,-58.2464,-58.6932,-58.3537,-58.8498,-59.0336
34.8,-59.0744,-59.6561,-59.9893,-59.1331,-59.6576,-59.2422,-57.9419,-58.147,-58.8875,-58.7607,-59.7433,-59.1714,-59.5344,-58.8861,-59.7242,-59.0708,-59.8485,-59.418,-59.096,-59.5791,-58.9849,-59.5999,-58.4155,-58.2663,-58.709,-58.3688,-58.8553,-59.0441
34.9,-59.0854,-59.6604,-59.9894,-59.1396,-59.6619,-59.2514,-57.944,-58.1611,-58.901,-58.7729,-59.7464,-59.1812,-59.5401,-58.8311,-59.7276,-59.0818,-59.8504,-59.4252,-59.1069,-59.5843,-58.99,-59.6048,-58.4164,-58.2862,-58.7246,-58.3843,-58.8616,-59.0546
35,-59.0964,-59.6646,-59.9895,-59.1463,-59.6661,-59.2606,-57.9483,-58.1758,-58.9143,-58.7853,-59.7496,-59.191,-59.5458,-58.7834,-59.731,-59.0926,-59.8523,-59.4322,-59.1177,-59.5894,-58.9958,-59.6097,-58.4191,-58.3059,-58.7401,-58.3999,-58.8685,-59.0651
35.1,-59.1072,-59.6687,-59.9896,-59.1534,-59.6702,-59.2696,-57.9545,-58.191,-58.9275,-58.7977,-59.7527,-59.2007,-59.5514,-58.7425,-59.7343,-59.1034,-59.8541,-59.4392,-59.1283,-59.5944,-59.0022,-59.6145,-58.4233,-58.3254,-58.7553,-58.4158,-58.876,-59.0756
35.2,-59.1179,-59.6728,-59.9898,-59.1607,-59.6742,-59.2786,-57.9625,-58.2067,-58.9405,-58.8102,-59.7557,-59.2103,-59.5569,-58.7075,-59.7376,-59.114,-59.8559,-59.4461,-59.1389,-59.5994,-59.009,-59.6193,-58.429,-58.3448,-58.7108,-58.4318,-58.8841,-59.086
35.3,-59.1285,-59.6768,-59.9899,-59.1682,-59.6783,-59.2874,-57.972,-58.2229,-58.9533,-58.8228,-59.7588,-59.2198,-59.5624,-58.6778,-59.7408,-59.1246,-59.8577,-59.4529,-59.1493,-59.6043,-59.0163,-59.624,-58.4359,-58.3641,-58.6486,-58.4479,-58.8926,-59.0964
35.4,-59.139,-59.6808,-59.99,-59.1759,-59.6822,-59.2961,-57.9829,-58.2394,-58.9661,-58.8354,-59.7617,-59.2291,-59.5678,-58.653,-59.744,-59.1351,-59.8594,-59.4596,-59.1596,-59.6092,-59.024,-59.6286,-58.444,-58.3832,-58.552,-58.4642,-58.9014,-59.1068
35.5,-59.1494,-59.6848,-59.9902,-59.1837,-59.6862,-59.3048,-57.995,-58.2561,-58.9786,-58.848,-59.7647,-59.2384,-59.5731,-58.6325,-59.7472,-59.1454,-59.8612,-59.4662,-59.1698,-59.614,-59.032,-59.6332,-58.453,-58.4021,-58.4272,-58.4804,-58.9107,-59.1171
35.6,-59.1597,-59.6887,-59.9903,-59.1917,-59.69,-59.3133,-58.0081,-58.2731,-58.991,-58.8606,-59.7676,-59.2476,-59.5784,-58.6158,-59.7503,-59.1557,-59.8629,-59.4728,-59.1799,-59.6187,-59.0403,-59.6377,-58.4628,-58.4209,-58.3182,-58.4967,-58.9202,-59.1273
35.7,-59.1698,-59.6925,-59.9904,-59.1997,-59.6939,-59.3217,-58.0222,-58.2903,-59.0033,-58.8732,-59.7705,-59.2567,-59.5836,-58.6026,-59.7534,-59.1658,-59.8646,-59.4793,-59.1899,-59.6234,-59.0488,-59.6422,-58.4734,-58.4395,-58.2233,-58.513,-58.93,-59.1375
35.8,-59.1799,-59.6963,-59.9905,-59.2079,-59.6977,-59.33,-58.0371,-58.3077,-59.0154,-58.8858,-59.7644,-59.2657,-59.5887,-58.5925,-59.7565,-59.1759,-59.8663,-59.4857,-59.1997,-59.628,-59.0576,-59.6466,-58.4847,-58.4579,-58.1411,-58.5293,-58.9399,-59.1475
35.9,-59.1898,-59.7001,-59.9906,-59.2161,-59.7014,-59.3382,-58.0526,-58.3252,-59.0274,-58.8983,-59.683,-59.2746,-59.5938,-58.5852,-59.7595,-59.1858,-59.8679,-59.492,-59.2095,-59.6326,-59.0665,-59.651,-58.4965,-58.4761,-58.0701,-58.5456,-58.9501,-59.1575
36,-59.1997,-59.7038,-59.9908,-59.2243,-59.7051,-59.3463,-58.0688,-58.3427,-59.0393,-58.9108,-59.6108,-59.2834,-59.5988,-58.5804,-59.7624,-59.1956,-59.8696,-59.4983,-59.2191,-59.6371,-59.0755,-59.5948,-58.5088,-58.4942,-58.0093,-58.5618,-58.9604,-59.1675
36.1,-59.2094,-59.7074,-59.9909,-59.2326,-59.7087,-59.3544,-58.0855,-58.3603,-59.051,-58.9232,-59.5469,-59.2921,-59.6037,-58.5777,-59.7654,-59.2053,-59.8712,-59.5044,-59.2286,-59.6416,-59.0847,-59.5206,-58.5216,-58.5121,-57.9576,-58.578,-58.9708,-59.1773
36.2,-59.219,-59.711,-59.991,-59.2409,-59.7123,-59.3623,-58.1026,-58.3779,-59.0625,-58.9356,-59.4905,-59.3007,-59.6086,-58.5771,-59.7683,-59.215,-59.8728,-59.5105,-59.238,-59.646,-59.094,-59.4552,-58.5347,-58.5298,-57.9141,-58.5941,-58.9814,-59.1871
36.3,-59.2285,-59.7146,-59.9911,-59.2492,-59.7159,-59.3701,-58.1201,-58.3955,-59.074,-58.9479,-59.4408,-59.3092,-59.6135,-58.5782,-59.7712,-59.2245,-59.8744,-59.5165,-59.2473,-59.6504,-59.1033,-59.3974,-58.5481,-58.5473,-57.8779,-58.6101,-58.992,-59.1967
36.4,-59.2379,-59.7181,-59.9912,-59.2575,-59.7194,-59.3778,-58.1379,-58.3957,-59.0852,-58.9601,-59.3971,-59.3177,-59.6182,-58.5809,-59.774,-59.2339,-59.8759,-59.5225,-59.2565,-59.6547,-59.1127,-59.3467,-58.5618,-58.5647,-57.8481,-58.626,-59.0026,-59.2063
36.5,-59.2472,-59.7216,-59.9913,-59.2658,-59.7229,-59.3855,-58.156,-58.3321,-59.0964,-58.9722,-59.3589,-59.326,-59.6229,-58.5849,-59.7768,-59.2432,-59.8775,-59.5284,-59.2656,-59.659,-59.1222,-59.3022,-58.5757,-58.5818,-57.8243,-58.6419,-59.0133,-59.2158
36.6,-59.2564,-59.7251,-59.9914,-59.274,-59.7263,-59.393,-58.1743,-58.2774,-59.1074,-58.9842,-59.2906,-59.3342,-59.6276,-58.5902,-59.7796,-59.2524,-59.879,-59.5342,-59.2746,-59.6632,-59.1316,-59.2634,-58.5898,-58.5988,-57.8056,-58.6576,-59.024,-59.2252
36.7,-59.2654,-59.7285,-59.9915,-59.2823,-59.7297,-59.4005,-58.1928,-58.2308,-59.1183,-58.9961,-59.1811,-59.3423,-59.6322,-58.5966,-59.7823,-59.2615,-59.8805,-59.5399,-59.2834,-59.6673,-59.1411,-59.2297,-58.6041,-58.6156,-57.7916,-58.6732,-59.0347,-59.2345
36.8,-59.2744,-59.7318,-59.9916,-59.2905,-59.733,-59.4079,-58.2114,-58.1915,-59.1291,-59.008,-59.0846,-59.3504,-59.6367,-58.604,-59.785,-59.2705,-59.882,-59.5456,-59.2922,-59.6714,-59.1505,-59.2006,-58.6184,-58.6322,-57.7818,-58.6887,-59.0453,-59.2437
36.9,-59.2833,-59.7351,-59.9917,-59.2986,-59.7363,-59.4151,-58.23,-58.1586,-59.1397,-59.0197,-58.9998,-59.3583,-59.6412,-58.6122,-59.7876,-59.2794,-59.8834,-59.5512,-59.3009,-59.6755,-59.16,-59.1755,-58.6328,-58.6486,-57.7757,-58.704,-59.056,-59.2528
37,-59.292,-59.7384,-59.9918,-59.3067,-59.7396,-59.4223,-58.2488,-58.1316,-59.1502,-59.0313,-58.9254,-59.3661,-59.6456,-58.6212,-59.7903,-59.2882,-59.8849,-59.5567,-59.3094,-59.6795,-59.1694,-59.1542,-58.6473,-58.6649,-57.7729,-58.7192,-59.0666,-59.2619
37.1,-59.3007,-59.7417,-59.9919,-59.3148,-59.7428,-59.4294,-58.2675,-58.1097,-59.1606,-59.0428,-58.8605,-59.3739,-59.65,-58.6308,-59.7929,-59.2968,-59.8863,-59.5622,-59.3179,-59.6834,-59.1788,-59.1362,-58.6618,-58.681,-57.7731,-58.7343,-59.0772,-59.2708
37.2,-59.3092,-59.7448,-59.992,-59.3228,-59.746,-59.4364,-58.2863,-58.0925,-59.1709,-59.0543,-58.804,-59.3816,-59.6543,-58.6411,-59.7954,-59.3054,-59.8877,-59.5676,-59.3262,-59.6873,-59.1882,-59.1211,-58.6763,-58.6968,-57.7758,-58.7493,-59.0878,-59.2796
37.3,-59.3177,-59.748,-59.9921,-59.3308,-59.7491,-59.4434,-58.3051,-58.0794,-59.181,-59.0656,-58.7551,-59.3891,-59.6586,-58.6518,-59.798,-59.3139,-59.8891,-59.5729,-59.3345,-59.6912,-59.1975,-59.1088,-58.6908,-58.7126,-57.781,-58.7641,-59.0983,-59.2883
37.4,-59.326,-59.7511,-59.9922,-59.3387,-59.7522,-59.4502,-58.3238,-58.0701,-59.191,-59.0767,-58.7131,-59.3966,-59.6628,-58.6629,-59.8005,-59.3223,-59.8905,-59.5782,-59.3426,-59.695,-59.2068,-59.0988,-58.7053,-58.7281,-57.7881,-58.7788,-59.1087,-59.297
37.5,-59.3343,-59.7542,-59.9923,-59.3465,-59.7553,-59.457,-58.3425,-58.0641,-59.2009,-59.0878,-58.6772,-59.404,-59.667,-58.6745,-59.8029,-59.3306,-59.8918,-59.5834,-59.3507,-59.6988,-59.216,-59.091,-58.7198,-58.7435,-57.7972,-58.7933,-59.119,-59.3055
37.6,-59.3424,-59.7572,-59.9924,-59.3542,-59.7583,-59.4636,-58.3611,-58.061,-59.2107,-59.0988,-58.6468,-59.4113,-59.6711,-58.6863,-59.8054,-59.3388,-59.8932,-59.5885,-59.3587,-59.7025,-59.2251,-59.0851,-58.7342,-58.7586,-57.8078,-58.8077,-59.1293,-59.279
37.7,-59.3505,-59.7602,-59.9925,-59.3619,-59.7613,-59.4702,-58.3796,-58.0606,-59.2204,-59.1096,-58.6213,-59.4185,-59.6752,-58.6984,-59.8078,-59.3469,-59.8945,-59.5936,-59.3665,-59.7062,-59.2342,-59.0809,-58.7485,-58.7736,-57.8199,-58.822,-59.1395,-59.2067
37.8,-59.3584,-59.7632,-59.9926,-59.3695,-59.7643,-59.4768,-58.398,-58.0625,-59.2299,-59.1204,-58.6002,-59.4257,-59.6792,-58.7108,-59.8102,-59.3549,-59.8958,-59.5986,-59.3743,-59.7098,-59.2432,-59.0783,-58.7628,-58.7885,-57.8332,-58.8361,-59.1496,-59.1432
37.9,-59.3663,-59.7661,-59.9927,-59.3771,-59.7672,-59.4832,-58.4163,-58.0665,-59.2393,-59.131,-58.5831,-59.4327,-59.6831,-58.7233,-59.8125,-59.3628,-59.8971,-59.6035,-59.382,-59.7134,-59.2521,-59.0771,-58.777,-58.8031,-57.8476,-58.85,-59.1597,-59.0877
38,-59.3741,-59.769,-59.9928,-59.3846,-59.7701,-59.4896,-58.4345,-58.0724,-59.2486,-59.1415,-58.5696,-59.4397,-59.687,-58.736,-59.8148,-59.3706,-59.8984,-59.6084,-59.3896,-59.7169,-59.261,-59.077,-58.7911,-58.8176,-57.863,-58.8639,-59.1696,-59.0393
38.1,-59.3817,-59.7719,-59.9929,-59.392,-59.7729,-59.4958,-58.4526,-58.0799,-59.2579,-59.1519,-58.5592,-59.4466,-59.6909,-58.7488,-59.8171,-59.3783,-59.8996,-59.6133,-59.3971,-59.7204,-59.2698,-59.0781,-58.8051,-58.832,-57.8793,-58.8775,-59.1795,-58.9973
38.2,-59.3893,-59.7657,-59.993,-59.3993,-59.7757,-59.502,-58.4705,-58.0889,-59.2669,-59.1621,-58.5517,-59.4533,-59.6947,-58.7617,-59.8194,-59.3859,-59.9009,-59.618,-59.4045,-59.7239,-59.2785,-59.0802,-58.819,-58.8461,-57.8962,-58.891,-59.1893,-58.9611
38.3,-59.3968,-59.6843,-59.9931,-59.4065,-59.7785,-59.5082,-58.4883,-58.0991,-59.2759,-59.1723,-58.5467,-59.4601,-59.6985,-58.7747,-59.8216,-59.3934,-59.9021,-59.6227,-59.4118,-59.7273,-59.2871,-59.0831,-58.8328,-58.8601,-57.9138,-58.9044,-59.199,-58.9301
38.4,-59.4042,-59.6121,-59.9931,-59.4137,-59.7812,-59.5142,-58.506,-58.1105,-59.2848,-59.1824,-58.544,-59.4667,-59.7022,-58.7877,-59.8238,-59.4009,-59.9033,-59.6274,-59.419,-59.7307,-59.2956,-59.0868,-58.8465,-58.874,-57.932,-58.9176,-59.2086,-58.9037
38.5,-59.4115,-59.5482,-59.9932,-59.4208,-59.7839,-59.5202,-58.5235,-58.1229,-59.2936,-59.1923,-58.5433,-59.4733,-59.7059,-58.8008,-59.826,-59.4082,-59.9045,-59.632,-59.4261,-59.734,-59.3041,-59.0912,-58.8601,-58.8876,-57.9506,-58.9307,-59.2181,-58.8815
38.6,-59.4188,-59.4918,-59.9933,-59.4278,-59.7866,-59.5261,-58.5408,-58.1361,-59.3022,-59.1672,-58.5444,-59.4797,-59.7095,-58.8138,-59.8282,-59.4155,-59.9057,-59.6365,-59.4332,-59.7373,-59.3125,-59.0962,-58.8735,-58.9011,-57.9696,-58.9436,-59.2275,-58.863
38.7,-59.4259,-59.4421,-59.9934,-59.4348,-59.7893,-59.532,-58.558,-58.1501,-59.3108,-59.0964,-58.5472,-59.4861,-59.7131,-58.8269,-59.8303,-59.4227,-59.9069,-59.641,-59.4402,-59.7405,-59.3207,-59.1017,-58.8869,-58.9145,-57.9889,-58.9564,-59.2368,-58.8479
38.8,-59.433,-59.3984,-59.9935,-59.4417,-59.7919,-59.5377,-58.5751,-58.1648,-59.3192,-59.0344,-58.5513,-59.4924,-59.7167,-58.8399,-59.8324,-59.4298,-59.908,-59.6454,-59.447,-59.7437,-59.3289,-59.1077,-58.9001,-58.9277,-58.0085,-58.969,-59.246,-58.8358
38.9,-59.4399,-59.3602,-59.9936,-59.4484,-59.7944,-59.5434,-58.5919,-58.18,-59.3276,-58.9804,-58.5567,-59.4987,-59.7202,-58.8529,-59.8345,-59.4368,-59.9092,-59.6498,-59.4538,-59.7469,-59.337,-59.1141,-58.9132,-58.9407,-58.0283,-58.9815,-59.2551,-58.8264
39,-59.4468,-59.3269,-59.9936,-59.4552,-59.797,-59.549,-58.6087,-58.1958,-59.3358,-58.9334,-58.5633,-59.5049,-59.7236,-58.8659,-59.8365,-59.4437,-59.9103,-59.6541,-59.4605,-59.75,-59.3451,-59.1209,-58.9261,-58.9536,-58.0483,-58.9939,-59.2641,-58.8194
39.1,-59.4536,-59.298,-59.9937,-59.4618,-59.7995,-59.5546,-58.6252,-58.2119,-59.344,-58.8929,-58.5708,-59.5109,-59.7271,-58.8787,-59.8386,-59.4505,-59.9114,-59.6584,-59.4672,-59.7531,-59.353,-59.128,-58.939,-58.9664,-58.0684,-59.0061,-59.273,-58.8146
39.2,-59.4603,-59.273,-59.9938,-59.4684,-59.802,-59.5601,-58.6416,-58.2284,-59.352,-58.8581,-58.5792,-59.517,-59.7304,-58.8916,-59.8406,-59.4573,-59.9125,-59.6626,-59.4737,-59.7562,-59.3609,-59.1353,-58.9517,-58.9789,-58.0886,-59.0182,-59.2818,-58.8117
39.3,-59.467,-59.2516,-59.9939,-59.4749,-59.8044,-59.5655,-58.6578,-58.2453,-59.36,-58.8284,-58.5796,-59.5229,-59.7338,-58.9043,-59.8425,-59.4639,-59.9136,-59.6668,-59.4802,-59.7592,-59.3686,-59.1429,-58.9643,-58.9914,-58.1088,-59.0301,-59.2905,-58.8106
39.4,-59.4735,-59.2335,-59.994,-59.4813,-59.8069,-59.5709,-58.6738,-58.2623,-59.3678,-58.8034,-58.507,-59.5288,-59.7371,-58.917,-59.8445,-59.4705,-59.9147,-59.6709,-59.4866,-59.7622,-59.3763,-59.1507,-58.9767,-59.0037,-58.1291,-59.0419,-59.2992,-58.811
